gene,BACKGROUND
LRRC7,38
LRRC8A,117
LRRC8B,14
LRRC8C,12
LRRC8D,21
LRRC8E,12
LRRC9,1
LRRCC1,3
LRRD1,0
LRRFIP1,55
LRRFIP2,18
LRRIQ1,1
LRRIQ3,4
LRRIQ4,1
LRRK1,72
LRRK2,2463
LRRN1,37
LRRN2,9
LRRN3,37
LRRN4CL,0
LRRN4,8
LRRTM1,44
LRRTM2,35
LRRTM3,18
LRRTM4,23
LRSAM1,53
LRTM1,4
LRTM2,3
LRTOMT,18
LRWD1,22
LSAMP,69
LSG1,27
LSM10,16
LSM11,26
LSM12,12
LSM14A,24
LSM14B,4
LSM1,175
LSM2,63
LSM3,20
LSM4,49
LSM5,15
LSM6,15
LSM7,26
LSMD1,0
LSMEM1,0
LSMEM2,0
LSP1,247
LSR,950
LSS,2214
LST1,72
LST3,1
LTA4H,190
LTA,3550
LTB4R2,109
LTB4R,142
LTB,1828
LTBP1,200
LTBP2,166
LTBP3,73
LTBP4,101
LTBR,326
LTC4S,141
LTF,1142
LTK,673
LTN1,62
LTV1,43
LUC7L2,9
LUC7L3,17
LUC7L,13
LUM,3994
LURAP1L,1
LURAP1,5
LUZP1,15
LUZP2,7
LUZP6,2
LUZPP1,0
LXN,45
LY6D,60
LY6E,83
LY6G5B,6
LY6G5C,4
LY6G6C,6
LY6G6D,7
LY6G6E,4
LY6G6F,5
LY6H,11
LY6K,40
LY75-CD302,2
LY75,29
LY86,89
LY96,504
LY9,93
LYAR,33
LYG1,7
LYG2,4
LYL1,99
LYN,3143
LYNX1,82
LYPD1,14
LYPD2,6
LYPD3,42
LYPD4,2
LYPD5,4
LYPD6B,5
LYPD6,21
LYPD8,11
LYPLA1,76
LYPLA2,38
LYPLAL1,75
LYRM1,20
LYRM2,3
LYRM4,11
LYRM5,1
LYRM7,13
LYRM9,2
LYSMD1,1
LYSMD2,1
LYSMD3,5
LYSMD4,0
LYST,235
LYVE1,396
LYZL1,9
LYZL2,4
LYZL4,11
LYZL6,10
LYZ,422
LZIC,12
LZTFL1,31
LZTR1,93
LZTS1,85
LZTS2,24
LZTS3,10
M1AP,6
M6PR,159
MAATS1,11
MAB21L1,29
MAB21L2,37
MAB21L3,4
MACC1,248
MACF1,127
MACROD1,54
MACROD2,83
MAD1L1,274
MAD2L1BP,54
MAD2L1,563
MAD2L2,145
MADCAM1,409
MADD,373
MAEA,74
MAEL,144
MAF1,168
MAFA,661
MAFB,537
MAFF,431
MAFG,143
MAFK,178
MAF,4322
MAGEF1,7
MAGEL2,130
MAGI1,126
MAGI2,198
MAGI3,41
MAG,11380
MAGOHB,6
MAGOH,90
MAK16,20
MAK,10481
MAL2,118
MALL,13978
MAL,48849
MALRD1,6
MALSU1,5
MALT1,776
MAMDC2,13
MAMDC4,5
MAML1,192
MAML2,254
MAML3,66
MAMSTR,2
MAN1A1,24
MAN1A2,14
MAN1B1,36
MAN1C1,18
MAN2A1,23
MAN2A2,13
MAN2B1,27
MAN2B2,14
MAN2C1,19
MANBAL,2
MANBA,48
MANEAL,4
MANEA,372
MANF,240
MANSC1,3
MANSC4,0
MAP10,8
MAP1A,171
MAP1B,642
MAP1LC3A,371
MAP1LC3B2,7
MAP1LC3B,754
MAP1LC3C,27
MAP1S,50
MAP2K1,2007
MAP2K2,706
MAP2K3,316
MAP2K4,495
MAP2K5,190
MAP2K6,364
MAP2K7,265
MAP2,3119
MAP3K10,61
MAP3K11,39
MAP3K12,30
MAP3K13,31
MAP3K19,7
MAP3K1,881
MAP3K2,112
MAP3K3,144
MAP3K4,90
MAP3K5,621
MAP3K6,17
MAP3K7CL,6
MAP3K7,171
MAP3K8,342
MAP3K9,44
MAP4K1,32
MAP4K2,28
MAP4K3,69
MAP4K4,194
MAP4K5,14
MAP4,368
MAP6D1,4
MAP6,82
MAP7D1,4
MAP7,52
MAP9,27
MAPK10,91
MAPK11,58
MAPK12,40
MAPK13,69
MAPK14,1086
MAPK15,41
MAPK1IP1L,3
MAPK1,2749
MAPK3,601
MAPK4,53
MAPK6,251
MAPK7,181
MAPK8IP1,144
MAPK8IP2,36
MAPK8IP3,90
MAPK8,1774
MAPK9,70
MAPKAP1,108
MAPKAPK2,828
MAPKAPK3,88
MAPKAPK5,94
MAPKBP1,16
MAPRE1,174
MAPRE2,22
MAPRE3,67
MAPT,3469
MARC1,29
MARC2,23
MARCH10,4
MARCH11,3
MARCH1,69
MARCH2,15
MARCH3,13
MARCH4,5
MARCH5,68
MARCH6,25
MARCH7,17
MARCH8,52
MARCH9,11
MARCKSL1,82
MARCKS,948
MARCO,18159
MARK1,162
MARK2,345
MARK3,113
MARK4,157
MARS2,11
MARS,17485
MARVELD1,19
MARVELD2,65
MARVELD3,22
MAS1L,3
MAS1,121
MASP1,256
MASP2,350
MAST1,28
MAST2,35
MAST3,18
MAST4,14
MASTL,82
MAT1A,201
MAT2A,187
MAT2B,56
MATK,1083
MATN1,165
MATN2,57
MATN3,101
MATN4,27
MATR3,104
MAU2,23
MAVS,1197
MAX,158338
MAZ,382
MB21D1,263
MB21D2,3
MBD1,275
MBD2,491
MBD3L1,12
MBD3L2,9
MBD3L3,0
MBD3L4,0
MBD3L5,0
MBD3,246
MBD4,279
MBD5,82
MBD6,17
MBIP,33
MBL2,780
MBLAC1,5
MBLAC2,2
MBNL1,373
MBNL2,82
MB,80276
MBOAT1,19
MBOAT2,11
MBOAT4,69
MBOAT7,98
MBP,13172
MBTD1,18
MBTPS1,39
MC1R,1443
MC2R,367
MC3R,422
MC4R,1738
MC5R,194
MCAM,803
MCAT,757
MCCC1,56
MCCC2,23
MCCD1,4
MCC,7206
MCEE,37
MCF2L2,3
MCF2L,49
MCFD2,66
MCHR1,360
MCHR2,59
MCIDAS,28
MCL1,2095
MCM10,172
MCM2,1231
MCM3AP,79
MCM3,320
MCM4,354
MCM5,305
MCM6,297
MCM7,593
MCM8,81
MCM9,50
MCMBP,13
MCMDC2,2
MCOLN1,238
MCOLN2,33
MCOLN3,51
MCPH1,224
MCRS1,61
MCTP1,17
MCTP2,24
MCU,1045
MCUR1,27
MDC1,522
MDFIC,16
MDFI,48
MDGA1,33
MDGA2,29
MDH1B,0
MDH1,184
MDH2,168
MDK,590
MDM1,36
MDM2,9485
MDM4,659
MDN1,31
MDP1,52
MDS2,8
ME1,377
ME2,1111
ME3,572
MEA1,18
MEAF6,21
MECOM,521
MECR,59
MED10,24
MED11,17
MED12L,13
MED13L,51
MED13,105
MED15,158
MED16,34
MED17,49
MED18,35
MED19,54
MED1,971
MED20,23
MED21,22
MED22,11
MED23,97
MED24,38
MED25,113
MED26,26
MED27,14
MED28,32
MED29,6
MED30,23
MED31,25
MED4,177
MED6,72
MED7,35
MED8,42
MED9,13
MEDAG,4
MEF2A,518
MEF2BNB-MEF2B,1
MEF2BNB,3
MEF2B,108
MEF2C,1219
MEF2D,343
MEFV,1595
MEGF10,61
MEGF11,7
MEGF6,8
MEGF8,12
MEGF9,9
MEGT1,3
MEI1,25
MEI4,69
MEIG1,19
MEIOB,16
MEIS1,601
MEIS2,185
MEIS3,38
MELK,403
MEMO1,32
MEN1,3417
MEOX1,71
MEOX2,141
MEP1A,29
MEP1B,22
MEPCE,27
MEPE,282
MERTK,764
MESDC1,5
MESDC2,8
MESP1,168
MESP2,98
MEST,853
METAP1D,3
METAP1,41
METAP2,179
MET,202893
METRNL,52
METRN,22
METTL10,3
METTL11B,4
METTL12,3
METTL13,10
METTL14,186
METTL15,4
METTL16,21
METTL17,2
METTL18,1
METTL1,22
METTL20,5
METTL21A,6
METTL21B,11
METTL21C,9
METTL22,4
METTL23,7
METTL24,1
METTL25,0
METTL2A,0
METTL2B,1
METTL3,434
METTL4,21
METTL5,8
METTL6,5
METTL7A,9
METTL7B,13
METTL8,10
METTL9,2
MEX3A,17
MEX3B,18
MEX3C,24
MEX3D,3
MFAP1,11
MFAP2,32
MFAP3L,5
MFAP3,6
MFAP4,80
MFAP5,46
MFF,701
MFGE8,418
MFHAS1,30
MFI2,18
MFN1,638
MFN2,1389
MFNG,47
MFRP,88
MFSD10,6
MFSD11,2
MFSD12,14
MFSD1,9
MFSD2A,84
MFSD2B,5
MFSD3,3
MFSD4,3
MFSD5,5
MFSD6L,2
MFSD6,3
MFSD7,2
MFSD8,56
MFSD9,4
MGAM,77
MGA,939
MGARP,13
MGAT1,164
MGAT2,97
MGAT3,105
MGAT4A,23
MGAT4B,8
MGAT4C,5
MGAT5B,26
MGAT5,127
MGC10955,0
MGC4294,0
MGC4771,0
MGEA5,42
MGLL,84
MGME1,21
MGMT,4369
MGP,1409
MGRN1,59
MGST1,176
MGST2,53
MGST3,59
MIA2,24
MIA3,30
MIA,4706
MIA-RAB4B,2
MIB1,1059
MIB2,41
MICAL1,72
MICAL2,23
MICAL3,15
MICALCL,0
MICALL1,4
MICALL2,4
MICA,5543
MICB,604
MICU1,155
MICU2,53
MICU3,9
MIDN,26
MIEF1,38
MIEF2,20
MIEN1,34
MIER1,21
MIER2,1
MIER3,7
MIF4GD,5
MIF,5294
MIIP,39
MILR1,13
MINA,3063
MINK1,29
MINOS1-NBL1,0
MINOS1,4
MINPP1,20
MIOS,87
MIOX,83
MIPEP,33
MIP,15697
MIPOL1,17
MIR3654,0
MIS12,129
MIS18A,18
MIS18BP1,13
MISP,92
MITD1,5
MITF,2662
MIXL1,83
MKI67,18331
MKKS,211
MKL1,223
MKL2,54
MKLN1,36
MKNK1,196
MKNK2,106
MKRN1,49
MKRN2,20
MKRN3,126
MKS1,108
MKX,52
MLANA,1500
MLC1,301
MLEC,78
MLF1,95
MLF2,17
MLH1,5406
MLH3,213
MLIP,16
MLK4,16
MLKL,852
MLLT10,132
MLLT11,42
MLLT1,91
MLLT3,185
MLLT4,32
MLLT6,28
MLN,2585
MLNR,64
MLPH,142
MLST8,96
MLTK,13
MLXIPL,322
MLXIP,17
MLX,508
MLYCD,26
MMAA,129
MMAB,90
MMACHC,159
MMADHC,28
MMD2,22
MMD,1551
MMEL1,31
MME,1036
MMP10,317
MMP11,214
MMP13,2620
MMP14,1137
MMP15,123
MMP16,160
MMP17,55
MMP19,63
MMP1,2311
MMP20,210
MMP21,32
MMP23B,18
MMP24,61
MMP25,65
MMP26,98
MMP27,15
MMP28,76
MMP2,7420
MMP3,2041
MMP7,1157
MMP8,572
MMP9,9158
MMRN1,29
MMRN2,19
MMS19,52
MMS22L,15
MN1,531
MNAT1,42
MND1,69
MNDA,532
MNS1,37
MNT,1247
MNX1,173
MOAP1,46
MOB1A,54
MOB1B,40
MOB2,60
MOB3A,0
MOB3B,7
MOB3C,1
MOB4,10
MOBP,115
MOCOS,20
MOCS1,51
MOCS2,33
MOCS3,26
MOGAT1,30
MOGAT2,18
MOGAT3,6
MOG,3171
MOGS,62
MOK,5409
MON1A,10
MON1B,11
MON2,68
MORC1,29
MORC2,48
MORC3,59
MORF4L1,47
MORN1,11
MORN2,10
MORN3,4
MORN4,5
MORN5,3
MOS,8825
MOSPD3,4
MOV10L1,32
MOV10,79
MOXD1,15
MPC1,162
MPC2,81
MPDU1,18
MPDZ,118
MPEG1,78
MPG,18460
MPHOSPH10,7
MPHOSPH6,11
MPHOSPH8,26
MPHOSPH9,14
MPI,9064
MPLKIP,9
MPL,4101
MPND,11
MPO,13776
MPP2,107
MPP3,31
MPP4,33
MPP5,62
MPP6,39
MPP7,28
MPPE1,3
MPPED1,3
MPPED2,19
MPRIP,10
MPST,117
MPV17L2,3
MPV17L,15
MPV17,136
MPZL1,29
MPZL2,23
MPZL3,13
MPZ,497
MR1,690
MRAP2,75
MRAP,230
MRAS,635
MRC1L1,0
MRC1,438
MRC2,112
MRE11A,235
MREG,73
MRFAP1L1,0
MRFAP1,30
MRGBP,18
MRGPRD,54
MRGPRE,1
MRGPRF,10
MRGPRG,2
MRGPRX1,17
MRGPRX2,143
MRGPRX3,7
MRGPRX4,5
MRI1,44
MRM1,15
MROH1,2
MROH2A,0
MROH2B,0
MROH6,1
MROH7,1
MROH7-TTC4,1
MROH8,1
MROH9,0
MRO,201
MRP63,0
MRPL10,11
MRPL11,11
MRPL12,25
MRPL13,13
MRPL14,5
MRPL15,8
MRPL16,4
MRPL17,4
MRPL18,4
MRPL19,38
MRPL1,4
MRPL20,4
MRPL21,6
MRPL22,5
MRPL23,22
MRPL24,3
MRPL27,7
MRPL28,7
MRPL2,2
MRPL30,2
MRPL32,10
MRPL33,12
MRPL34,2
MRPL35,6
MRPL36,6
MRPL37,9
MRPL38,11
MRPL39,13
MRPL3,16
MRPL40,10
MRPL41,9
MRPL42,4
MRPL43,7
MRPL44,12
MRPL45,3
MRPL46,3
MRPL47,6
MRPL48,6
MRPL49,9
MRPL4,7
MRPL50,3
MRPL51,9
MRPL52,6
MRPL53,5
MRPL54,2
MRPL55,4
MRPL9,5
MRPS10,5
MRPS11,8
MRPS12,8
MRPS14,2
MRPS15,3
MRPS16,8
MRPS17,4
MRPS18A,5
MRPS18B,7
MRPS18C,6
MRPS21,2
MRPS22,23
MRPS23,9
MRPS24,2
MRPS25,4
MRPS26,2
MRPS27,12
MRPS28,9
MRPS2,7
MRPS30,29
MRPS31,7
MRPS33,4
MRPS34,6
MRPS35,8
MRPS36,3
MRPS5,9
MRPS6,9
MRPS7,12
MRPS9,4
MRRF,147
MRS2,88
MRTO4,5
MRVI1,36
MS4A10,5
MS4A12,14
MS4A13,1
MS4A14,5
MS4A15,1
MS4A18,0
MS4A1,62
MS4A2,100
MS4A3,33
MS4A4A,39
MS4A4E,27
MS4A5,2
MS4A6A,67
MS4A6E,12
MS4A7,18
MS4A8,2
MSANTD1,1
MSANTD2,1
MSANTD3,5
MSANTD3-TMEFF1,0
MSANTD4,1
MSC,29995
MSGN1,30
MSH2,4555
MSH3,636
MSH4,199
MSH5,172
MSH5-SAPCD1,2
MSH6,2173
MSI1,416
MSI2,162
MSL1,73
MSL2,92
MSLNL,2
MSLN,159
MSMB,122
MSMO1,17
MSMP,39
MSR1,410
MSRA,722
MSRB1,101
MSRB2,95
MSRB3,92
MSS51,35
MST1,833
MST1R,80
MSTN,1431
MSTO1,10
MSX1,1042
MSX2,841
MT1A,175
MT1B,30
MT1E,54
MT1F,41
MT1G,83
MT1HL1,0
MT1H,37
MT1M,42
MT1X,62
MT2A,319
MT3,577
MT4,501
MTA1,549
MTA2,143
MTA3,105
MTAP,362
MTBP,63
MTCH1,18
MTCH2,95
MTDH,505
MTERFD1,2
MTERFD2,1
MTERFD3,2
MTERF,100
MTF1,159
MTF2,65
MTFMT,29
MTFP1,37
MTFR1L,0
MTFR1,12
MTFR2,7
MTG1,20
MTG2,11
MTHFD1L,52
MTHFD1,237
MTHFD2L,7
MTHFD2,93
MTHFR,7587
MTHFSD,6
MTHFS,41
MTIF2,19
MTIF3,29
MTL5,8
MTMR10,7
MTMR11,7
MTMR12,7
MTMR14,29
MTMR2,117
MTMR3,42
MTMR4,24
MTMR6,19
MTMR7,12
MTMR9,21
MTNR1A,128
MTNR1B,279
MTO1,94
MTOR,35436
MTPAP,24
MTPN,26
MTRF1L,5
MTRF1,15
MTR,2300
MTRNR2L11,0
MTRNR2L12,1
MTRNR2L13,1
MTRNR2L1,2
MTRNR2L2,4
MTRNR2L3,0
MTRNR2L4,0
MTRNR2L5,0
MTRNR2L6,1
MTRNR2L7,0
MTRNR2L8,2
MTRNR2L9,1
MTRR,733
MTSS1L,2
MTSS1,171
MTTP,316
MTURN,2
MTUS1,79
MTUS2,7
MTX1,67
MTX2,57
MTX3,21
MUC12,48
MUC13,108
MUC15,41
MUC16,980
MUC17,70
MUC19,60
MUC1,4964
MUC20,49
MUC21,22
MUC22,7
MUC2,2476
MUC3A,41
MUC4,947
MUC5AC,3082
MUC5B,961
MUC6,873
MUC7,241
MUC8,61
MUCL1,17
MUL1,76
MUM1,550
MURC,156
MUS81,435
MUSK,3656
MUSTN1,18
MUT,3050
MUTYH,654
MVB12A,10
MVB12B,11
MVD,5968
MVK,392
MVP,2167
MX1,1517
MX2,752
MXD1,189
MXD3,29
MXD4,21
MXI1,197
MXRA7,6
MXRA8,18
MYADML2,1
MYADM,20
MYBBP1A,92
MYBL1,127
MYBL2,358
MYB,6934
MYBPC1,42
MYBPC2,8
MYBPC3,518
MYBPHL,8
MYBPH,35
MYCBP2,66
MYCBPAP,8
MYCBP,151
MYCL,98
MYCN,2598
MYC,40999
MYCT1,24
MYD88,8292
MYEF2,9
MYEOV2,4
MYEOV,31
MYF5,1159
MYF6,135
MYH10,88
MYH11,704
MYH13,21
MYH14,93
MYH15,25
MYH1,95
MYH2,108
MYH3,138
MYH4,56
MYH6,343
MYH7B,49
MYH7,962
MYH8,59
MYH9,762
MYL10,2
MYL12A,12
MYL12B,5
MYL1,57
MYL2,161
MYL3,107
MYL4,37
MYL5,10
MYL6B,5
MYL6,24
MYL7,49
MYL9,84
MYLIP,84
MYLK2,26
MYLK3,17
MYLK4,9
MYLK,188
MYLPF,38
MYNN,19
MYO10,132
MYO15A,128
MYO15B,2
MYO16,18
MYO18A,55
MYO18B,45
MYO19,16
MYO1A,60
MYO1B,62
MYO1C,131
MYO1D,40
MYO1E,73
MYO1F,29
MYO1G,34
MYO1H,11
MYO3A,51
MYO3B,17
MYO5A,291
MYO5B,133
MYO5C,22
MYO6,132
MYO7A,473
MYO7B,14
MYO9A,28
MYO9B,72
MYOCD,128
MYOC,415
MYOD1,1340
MYOF,93
MYOG,1192
MYOM1,40
MYOM2,22
MYOM3,5
MYOT,106
MYOZ1,33
MYOZ2,36
MYOZ3,18
MYPN,36
MYPOP,4
MYRFL,0
MYRF,67
MYRIP,44
MYSM1,46
MYT1L,115
MYT1,290
MYZAP,10
MZB1,29
MZF1,167
MZT1,20
MZT2A,0
MZT2B,0
N4BP1,19
N4BP2L1,2
N4BP2L2,3
N4BP2,16
N4BP3,4
N6AMT1,18
N6AMT2,1
NAA11,7
NAA15,44
NAA16,3
NAA20,6
NAA25,17
NAA30,7
NAA35,6
NAA38,11
NAA40,8
NAA50,29
NAA60,12
NAAA,137
NAALAD2,3
NAALADL1,1
NAALADL2,16
NAB1,88
NAB2,313
NABP1,10
NABP2,15
NACA2,7
NACAD,12
NACA,351
NACC1,70
NACC2,1
NADK2,18
NADK,72
NADSYN1,58
NAE1,44
NAF1,61
NAGA,805
NAGK,99
NAGLU,194
NAGPA,17
NAGS,183
NAIF1,13
NAIP,501
NALCN,111
NAMPTL,0
NAMPT,929
NANOGNB,2
NANOG,5720
NANOS1,73
NANOS2,123
NANOS3,106
NANP,324
NANS,92
NAP1L1,105
NAP1L4,36
NAP1L5,21
NAPA,1132
NAPB,1820
NAPEPLD,71
NAPG,38
NAPRT1,18
NAPSA,146
NARFL,6
NARF,45
NARG2,10
NARS2,22
NARS,205
NASP,219
NAT10,61
NAT14,6
NAT16,1
NAT1,792
NAT2,1834
NAT6,3
NAT8L,51
NAT8,29
NAT9,13
NAV1,5666
NAV2,77
NAV3,50
NBAS,261
NBEAL1,11
NBEAL2,48
NBEA,63
NBL1,100
NBN,1278
NBPF10,5
NBPF11,1
NBPF12,1
NBPF14,4
NBPF15,2
NBPF16,0
NBPF1,23
NBPF20,1
NBPF24,0
NBPF3,6
NBPF4,2
NBPF6,1
NBPF8,2
NBPF9,3
NBR1,267
NCALD,41
NCAM1,815
NCAM2,72
NCAN,215
NCAPD2,25
NCAPD3,16
NCAPG2,17
NCAPG,117
NCAPH2,13
NCAPH,39
NCBP1,11
NCBP2,21
NCCRP1,10
NCDN,20
NCEH1,47
NCF1,257
NCF2,180
NCF4,103
NCK1,138
NCK2,109
NCKAP1L,14
NCKAP1,32
NCKAP5L,3
NCKAP5,8
NCKIPSD,32
NCLN,22
NCL,8595
NCMAP,3
NCOA1,720
NCOA2,435
NCOA3,518
NCOA4,227
NCOA5,29
NCOA6,146
NCOA7,33
NCOR1,628
NCOR2,541
NCR1,464
NCR2,181
NCR3LG1,28
NCR3,244
NCS1,69
NCSTN,84
NDC1,79
NDC80,475
NDE1,137
NDEL1,187
NDFIP1,74
NDFIP2,24
NDNF,15
NDNL2,4
NDN,265
NDOR1,17
NDRG1,541
NDRG2,315
NDRG3,52
NDRG4,112
NDST1,100
NDST2,58
NDST3,18
NDST4,15
NDUFA10,32
NDUFA11,15
NDUFA12,17
NDUFA13,22
NDUFA2,24
NDUFA3,10
NDUFA4L2,27
NDUFA4,48
NDUFA5,24
NDUFA6,23
NDUFA7,9
NDUFA8,18
NDUFA9,60
NDUFAB1,22
NDUFAF1,26
NDUFAF2,25
NDUFAF3,14
NDUFAF4,12
NDUFAF5,18
NDUFAF6,25
NDUFAF7,8
NDUFB10,16
NDUFB1,6
NDUFB2,4
NDUFB3,12
NDUFB4,12
NDUFB5,13
NDUFB6,29
NDUFB7,19
NDUFB8,57
NDUFB9,22
NDUFC1,3
NDUFC2-KCTD14,0
NDUFC2,21
NDUFS1,98
NDUFS2,71
NDUFS3,86
NDUFS4,183
NDUFS5,10
NDUFS6,20
NDUFS7,38
NDUFS8,52
NDUFV1,103
NDUFV2,86
NDUFV3,10
NEBL,133
NEB,1744
NECAB1,6
NECAB2,17
NECAB3,10
NECAP1,12
NECAP2,7
NEDD1,55
NEDD4L,544
NEDD4,1252
NEDD8-MDP1,0
NEDD8,934
NEDD9,312
NEFH,92
NEFM,47
NEGR1,138
NEIL1,254
NEIL2,116
NEIL3,91
NEK10,22
NEK11,16
NEK1,158
NEK2,359
NEK3,25
NEK4,26
NEK5,17
NEK6,100
NEK7,106
NEK8,65
NEK9,60
NELFA,20
NELFB,2
NELFCD,6
NELFE,10
NELL1,143
NELL2,68
NEMF,23
NENF,19
NEO1,91
NES,6312
NET1,220
NETO1,52
NETO2,59
NEU1,259
NEU2,102
NEU3,178
NEU4,87
NEURL1B,5
NEURL1,21
NEURL2,7
NEURL4,17
NEUROD1,781
NEUROD2,119
NEUROD4,61
NEUROD6,85
NEUROG1,372
NEUROG2,335
NEUROG3,531
NEXN,43
NF1,5848
NF2,2231
NFAM1,21
NFASC,204
NFAT5,442
NFATC1,2279
NFATC2IP,18
NFATC2,573
NFATC3,372
NFATC4,220
NFE2L1,130
NFE2L2,6884
NFE2L3,51
NFE2,401
NFIA,226
NFIB,326
NFIC,148
NFIL3,262
NFIX,157
NFKB1,1377
NFKB2,645
NFKBIA,4086
NFKBIB,32
NFKBID,16
NFKBIE,92
NFKBIL1,71
NFKBIZ,157
NFRKB,25
NFS1,143
NFU1,75
NFX1,47
NFXL1,11
NFYA,138
NFYB,59
NFYC,43
NGB,511
NGDN,11
NGEF,37
NGF,15788
NGFR,1264
NGLY1,64
NGRN,13
NHEJ1,139
NHLH1,45
NHLH2,53
NHLRC1,139
NHLRC2,10
NHLRC3,1
NHLRC4,0
NHP2L1,31
NHP2,84
NHSL1,9
NICN1,3
NID1,63
NID2,117
NIF3L1,7
NIFK,164
NIM1K,0
NINJ1,74
NINJ2,42
NINL,12
NIN,1725
NIP7,29
NIPA1,87
NIPA2,41
NIPAL1,6
NIPAL2,0
NIPAL3,1
NIPAL4,29
NIPBL,293
NIPSNAP1,27
NIPSNAP3A,2
NIPSNAP3B,2
NISCH,142
NIT1,91
NIT2,124
NKAIN1,5
NKAIN2,17
NKAIN3,2
NKAIN4,1
NKAPL,15
NKD1,87
NKD2,66
NKG2-E,5
NKG7,34
NKIRAS1,11
NKIRAS2,13
NKPD1,1
NKTR,80
NKX1-1,4
NKX1-2,26
NKX2-1,1478
NKX2-2,568
NKX2-3,98
NKX2-4,13
NKX2-5,1712
NKX2-6,31
NKX2-8,26
NKX3-1,452
NKX3-2,103
NKX6-1,491
NKX6-2,88
NKX6-3,26
NLE1,23
NLGN1,81
NLGN2,48
NLK,247
NLN,4318
NLRC4,632
NLRC5,187
NLRP10,37
NLRP11,9
NLRP12,191
NLRP13,2
NLRP14,15
NLRP1,524
NLRP2,94
NLRP3,8000
NLRP4,32
NLRP5,72
NLRP6,150
NLRP7,133
NLRP8,4
NLRP9,19
NLRX1,131
NMB,4448
NMBR,77
NMD3,63
NME1-NME2,3
NME1,1091
NME2,788
NME3,118
NME4,127
NME5,26
NME6,12
NME7,26
NME8,32
NME9,2
NMI,907
NMNAT1,132
NMNAT2,85
NMNAT3,43
NMRAL1,19
NMRK1,15
NMRK2,15
NMS,7094
NMT1,206
NMT2,43
NMU,1289
NMUR1,65
NMUR2,74
NNAT,173
NNMT,316
NNT,3052
NOA1,66
NOB1,120
NOBOX,106
NOC2L,17
NOC3L,16
NOC4L,3
NOD1,1100
NOD2,3279
NODAL,47602
NOG,724
NOL10,6
NOL11,6
NOL12,10
NOL3,129
NOL4,14
NOL6,6
NOL7,9
NOL8,8
NOL9,7
NOLC1,96
NOM1,22
NOMO1,15
NOMO2,3
NOMO3,9
NOP10,87
NOP14,27
NOP16,5
NOP2,151
NOP56,107
NOP58,65
NOP9,10
NOS1AP,194
NOS1,3357
NOS2,12744
NOS3,8640
NOSIP,41
NOSTRIN,46
NOTCH1,6835
NOTCH2NL,11
NOTCH2,1489
NOTCH3,1729
NOTCH4,642
NOTO,2502
NOTUM,269
NOVA1,90
NOVA2,48
NOV,2339539
NOX3,163
NOX4,2640
NOX5,285
NOXA1,110
NOXO1,122
NOXRED1,1
NPAP1,7
NPAS1,37
NPAS2,310
NPAS3,59
NPAS4,175
NPAT,125
NPB,676
NPBWR1,57
NPBWR2,22
NPC1L1,562
NPC1,1300
NPC2,517
NPCDR1,0
NPDC1,22
NPEPL1,4
NPEPPS,14
NPFF,405
NPFFR1,26
NPFFR2,42
NPHP1,212
NPHP3,70
NPHP4,87
NPHS1,309
NPHS2,726
NPIPA1,0
NPIPA2,1
NPIPA3,0
NPIPA5,1
NPIPA7,0
NPIPA8,0
NPIPB11,0
NPIPB15,1
NPIPB3,1
NPIPB4,1
NPIPB5,0
NPIPB6,0
NPIPB7,0
NPIPB8,2
NPIPB9,0
NPL,1519
NPLOC4,43
NPM1,1691
NPM2,52
NPM3,27
NPNT,58
NPPA,547
NPPB,1338
NPPC,200
NPR1,987
NPR2,223
NPR3,163
NPRL2,77
NPRL3,54
NPS,37584
NPSR1,153
NPTN,38
NPTX1,41
NPTX2,89
NPTXR,17
NPVF,47
NPW,189
NPY1R,174
NPY2R,93
NPY4R,10
NPY5R,57
NPY,10620
NQO1,3804
NQO2,214
NR0B2,112
NR1D1,492
NR1D2,115
NR1H2,103
NR1H3,1111
NR1H4,163
NR1I2,2523
NR1I3,236
NR2C1,66
NR2C2AP,6
NR2C2,146
NR2E1,150
NR2F1,286
NR2F2,350
NR2F6,58
NR3C1,979
NR3C2,271
NR4A1,1204
NR4A2,966
NR4A3,413
NR5A1,761
NR5A2,476
NR6A1,131
NRAP,54
NRARP,41
NRAS,3744
NRBF2,23
NRBP1,23
NRBP2,9
NRCAM,255
NRD1,156
NRDE2,6
NREP,47
NRF1,950
NRG1,1684
NRG2,96
NRG3,114
NRG4,71
NRGN,215
NRIP1,322
NRIP2,4
NRIP3,8
NRL,8176
NRM,1959
NRN1L,2
NRN1,106
NRP1,767
NRP2,332
NRROS,14
NRSN1,18
NRSN2,8
NRTN,226
NRXN1,354
NRXN2,44
NRXN3,102
NSA2,14
NSD1,371
NSFL1C,13
NSF,10303
NSG1,30
NSG2,10
NSL1,34
NSMAF,37
NSMCE1,2
NSMCE2,31
NSMCE4A,2
NSMF,61
NSRP1,4
NSUN2,94
NSUN3,15
NSUN4,13
NSUN5,21
NSUN6,9
NSUN7,10
NT5C1A,31
NT5C1B,3
NT5C1B-RDH14,0
NT5C2,111
NT5C3A,26
NT5C3B,2
NT5C,11
NT5DC1,5
NT5DC2,9
NT5DC3,1
NT5DC4,0
NT5E,432
NT5M,6
NTAN1,28
NTF3,145
NTF4,58
NTHL1,129
NTM,3352
