gene,BACKGROUND
ATP10B,12
ATP10D,13
ATP11A,36
ATP11B,19
ATP12A,43
ATP13A1,8
ATP13A2,286
ATP13A3,10
ATP13A4,15
ATP13A5,7
ATP1A1,453
ATP1A2,402
ATP1A3,318
ATP1A4,38
ATP1B1,154
ATP1B2,72
ATP1B3,34
ATP2A1,222
ATP2A2,827
ATP2A3,97
ATP2B1,184
ATP2B2,135
ATP2B4,89
ATP2C1,227
ATP2C2,43
ATP4A,65
ATP4B,32
ATP5A1,105
ATP5B,206
ATP5C1,32
ATP5D,39
ATP5E,24
ATP5EP2,0
ATP5F1,21
ATP5G1,32
ATP5G2,14
ATP5G3,18
ATP5H,37
ATP5I,12
ATP5J2,7
ATP5J2-PTCD1,1
ATP5J,29
ATP5L2,0
ATP5L,13
ATP5O,31
ATP5SL,2
ATP5S,2
ATP6AP1L,2
ATP6C,2
ATP6V0A1,21
ATP6V0A2,66
ATP6V0A4,81
ATP6V0B,15
ATP6V0C,46
ATP6V0D1,17
ATP6V0D2,117
ATP6V0E1,5
ATP6V0E2,4
ATP6V1A,43
ATP6V1B1,117
ATP6V1B2,45
ATP6V1C1,24
ATP6V1C2,13
ATP6V1D,7
ATP6V1E1,17
ATP6V1E2,8
ATP6V1F,5
ATP6V1G1,16
ATP6V1G2-DDX39B,1
ATP6V1G2,9
ATP6V1G3,8
ATP6V1H,17
ATP7B,1199
ATP8A1,33
ATP8A2,47
ATP8B1,237
ATP8B2,12
ATP8B3,9
ATP8B4,8
ATP9A,14
ATP9B,8
ATPAF1,9
ATPAF2,12
ATPIF1,20
ATRAID,2
ATRIP,165
ATRNL1,31
ATRN,88
ATR,13585
ATXN10,72
ATXN1L,13
ATXN1,587
ATXN2L,19
ATXN2,295
ATXN3,680
ATXN7L1,5
ATXN7L2,1
ATXN7L3B,6
ATXN7L3,12
ATXN7,238
AUH,733
AUNIP,11
AUP1,25
AURKAIP1,3
AURKA,1836
AURKB,1129
AURKC,127
AUTS2,108
AVEN,442
AVIL,2918
AVL9,10
AVPI1,2
AVP,10102
AVPR1A,244
AVPR1B,94
AXDND1,0
AXIN1,446
AXIN2,1015
AXL,1813
AZGP1,165
AZI1,37
AZI2,17
AZIN1,67
AZU1,28
B2M,1239
B3GALNT1,15
B3GALNT2,21
B3GALT1,2
B3GALT2,4
B3GALT4,11
B3GALT5,36
B3GALT6,29
B3GALTL,29
B3GAT1,19
B3GAT2,15
B3GAT3,20
B3GNT1,16
B3GNT2,29
B3GNT3,18
B3GNT4,5
B3GNT5,21
B3GNT6,8
B3GNT7,14
B3GNT8,18
B3GNT9,1
B3GNTL1,2
B4GALNT1,55
B4GALNT2,49
B4GALNT3,15
B4GALNT4,8
B4GALT1,91
B4GALT2,9
B4GALT3,18
B4GALT4,10
B4GALT5,21
B4GALT6,19
B4GALT7,30
B9D1,18
B9D2,13
BAALC,139
BAAT,261
BABAM1,21
BACE1,3843
BACE2,265
BACH1,538
BACH2,273
BAD,50253
BAG1,345
BAG2,200
BAG3,537
BAG4,68
BAG5,51
BAG6,157
BAHD1,16
BAI1,106
BAI2,39
BAI3,40
BAIAP2L1,17
BAIAP2L2,9
BAIAP2,131
BAIAP3,13
BAK1,1600
BAMBI,424
BANF1,150
BANF2,6
BANK1,90
BANP,74
BAP1,1103
BARD1,514
BARHL1,37
BARHL2,31
BARX1,102
BARX2,41
BASP1,144
BATF2,45
BATF3,236
BATF,236
BAX,43891
BAZ1A,51
BAZ1B,77
BAZ2A,52
BAZ2B,32
BBC3,816
BBIP1,8
BBOX1,27
BBS10,63
BBS12,42
BBS1,194
BBS2,131
BBS4,134
BBS5,55
BBS7,58
BBS9,52
BBX,75
BCAM,252
BCAN,150
BCAP29,19
BCAR1,493
BCAR3,69
BCAS1,34
BCAS2,29
BCAS3,38
BCAS4,17
BCAT1,157
BCAT2,66
BCCIP,52
BCDIN3D,14
BCHE,2228
BCKDHA,86
BCKDHB,70
BCKDK,31
BCL10,645
BCL11A,521
BCL11B,348
BCL2A1,177
BCL2L10,57
BCL2L11,1722
BCL2L12,103
BCL2L13,45
BCL2L14,39
BCL2L15,36
BCL2L1,7825
BCL2L2,265
BCL2L2-PABPN1,4
BCL2,13505
BCL3,580
BCL6B,67
BCL6,2316
BCL7A,34
BCL7B,22
BCL7C,13
BCL9L,49
BCL9,170
BCLAF1,95
BCMO1,97
BCO2,100
BCR,38797
BCS1L,79
BDH1,66
BDH2,41
BDKRB1,42
BDKRB2,117
BDNF,25595
BDP1,74
BEAN1,6
BECN1,2483
BEGAIN,16
BEND3,94
BEND4,4
BEND5,31
BEND6,3
BEND7,1
BEST1,458
BEST2,59
BEST3,27
BEST4,10
BET1L,20
BET1,90
BFAR,26
BFSP1,27
BFSP2,35
BGLAP,370
BHLHA15,66
BHLHA9,25
BHLHE22,31
BHLHE23,2
BHLHE40,254
BHLHE41,109
BHMT2,38
BHMT,370
BICC1,67
BICD1,42
BICD2,114
BID,12071
BIK,1023
BIN1,456
BIN2,145
BIN3,29
BIRC2,279
BIRC3,539
BIRC5,5271
BIRC6,126
BIRC7,237
BIRC8,19
BIVM-ERCC5,1
BIVM,7
BLACE,10
BLCAP,40
BLID,223
BLK,982
BLMH,33
BLM,4212
BLNK,229
BLOC1S1,61
BLOC1S2,27
BLOC1S3,25
BLOC1S4,3
BLOC1S5,6
BLOC1S5-TXNDC5,0
BLOC1S6,39
BLVRA,42
BLVRB,27
BLZF1,14
BMF,806
BMI1,1784
BMP10,111
BMP1,431
BMP2K,26
BMP2,6800
BMP3,245
BMP4,4350
BMP5,201
BMP6,827
BMP7,2009
BMP8A,33
BMP8B,75
BMPER,96
BMPR1A,697
BMPR1B,392
BMPR2,1863
BMS1,27
BNC1,97
BNC2,83
BNIP1,43
BNIP2,37
BNIP3L,303
BNIP3,1160
BNIPL,17
BOC,5165
BOD1L1,0
BOD1L2,0
BOD1,21
BOK,1557
BOLA1,8
BOLA2B,1
BOLA2,17
BOLA3,34
BOLL,35583
BOP1,86
BORA,3668
BPGM,48
BPHL,33
BPIFA1,197
BPIFA2,82
BPIFA3,1
BPIFB1,31
BPIFB2,8
BPIFB3,5
BPIFB4,20
BPIFB6,3
BPIFC,2
BPI,2622
BPNT1,13
BPTF,109
BRAF,16031
BRAP,278
BRAT1,32
BRCA1,17571
BRCA2,11328
BRD1,88
BRD2,380
BRD3,198
BRD4,1573
BRD7,119
BRD8,26
BRD9,64
BRDT,144
BRE,646
BRF1,198
BRF2,58
BRI3BP,5
BRI3,23
BRICD5,0
BRINP1,51
BRINP2,5
BRINP3,27
BRIP1,358
BRIX1,3
BRK1,33
BRMS1L,13
BRMS1,194
BROX,503
BRPF1,65
BRPF3,11
BRSK1,52
BRSK2,46
BRWD1,15
BSCL2,263
BSDC1,1
BSG,1607
BSND,97
BSN,3035
BSPH1,17
BSPRY,12
BST1,78
BST2,566
BSX,90
BTAF1,26
BTBD10,13
BTBD11,1
BTBD16,2
BTBD17,1
BTBD18,3
BTBD19,1
BTBD1,13
BTBD2,11
BTBD3,14
BTBD6,3
BTBD7,23
BTBD8,3
BTBD9,71
BTC,2001
BTD,434
BTF3L4,2
BTF3,93
BTG1,225
BTG2,401
BTG3,86
BTG4,44
BTLA,441
BTN1A1,35
BTN2A1,34
BTN2A2,8
BTN3A1,80
BTN3A2,29
BTN3A3,26
BTNL2,131
BTNL3,14
BTNL8,14
BTNL9,14
BTRC,232
BUB1B,303
BUB1,1048
BUB3,295
BUD13,53
BUD31,14
BVES,82
BX088651.1,0
BX088651.2,0
BX255923.1,0
BX649567.1,0
BX842679.1,0
BYSL,37
BZRAP1,9
BZW1,11
BZW2,15
C10orf105,1
C10orf107,8
C10orf10,12
C10orf111,0
C10orf113,0
C10orf115,0
C10orf118,0
C10orf11,16
C10orf120,0
C10orf126,0
C10orf128,1
C10orf129,0
C10orf12,3
C10orf131,0
C10orf25,0
C10orf2,165
C10orf32-ASMT,1
C10orf32,5
C10orf35,2
C10orf40,0
C10orf53,2
C10orf54,7
C10orf55,1
C10orf62,0
C10orf67,3
C10ORF68,2
C10orf71,4
C10orf76,4
C10orf82,1
C10orf85,0
C10orf88,7
C10orf90,11
C10orf91,5
C10orf95,0
C10orf99,10
C11orf16,0
C11orf1,1
C11orf21,4
C11orf24,2
C11orf30,31
C11orf31,4
C11orf35,0
C11orf40,1
C11orf42,0
C11orf44,0
C11orf45,3
C11orf48,1
C11orf49,0
C11orf52,1
C11orf53,3
C11orf54,2
C11orf57,3
C11orf58,1
C11orf63,0
C11orf65,5
C11orf68,3
C11orf70,4
C11orf71,0
C11orf72,2
C11orf73,4
C11orf74,2
C11orf80,2
C11orf82,1
C11orf83,3
C11orf84,1
C11orf85,0
C11orf86,1
C11orf87,2
C11orf88,1
C11orf89,0
C11orf91,0
C11orf94,0
C11orf96,1
C12orf10,8
C12orf23,1
C12orf29,3
C12orf36,0
C12orf39,3
C12orf40,0
C12orf42,3
C12orf43,4
C12orf44,1
C12orf45,0
C12orf49,7
C12orf4,7
C12orf50,0
C12orf54,1
C12orf55,0
C12orf56,1
C12orf57,7
C12orf5,6
C12orf60,1
C12orf61,0
C12orf65,28
C12orf66,2
C12orf68,0
C12orf71,0
C12orf73,1
C12orf74,0
C12orf75,5
C12orf76,0
C12orf77,0
C12orf79,0
C13orf35,0
C13orf45,0
C14orf105,3
C14orf119,1
C14orf132,5
C14orf142,2
C14orf144,0
C14orf159,2
C14orf164,0
C14orf166B,0
C14orf166,21
C14orf177,2
C14orf178,0
C14orf180,2
C14orf182,0
C14orf183,0
C14orf1,5
C14orf23,2
C14orf28,2
C14orf2,0
C14orf37,1
C14orf39,1
C14orf64,6
C14orf79,1
C14orf80,1
C14orf93,3
C15orf26,1
C15orf27,0
C15ORF31,0
C15orf32,4
C15orf37,0
C15ORF37,0
C15orf38-AP3S2,0
C15orf38,0
C15orf39,0
C15orf40,2
C15orf41,15
C15orf43,0
C15orf48,8
C15orf52,2
C15orf53,3
C15orf54,0
C15orf56,0
C15orf57,1
C15orf59,2
C15orf60,0
C15orf61,1
C15orf62,0
C15orf65,0
C16orf11,1
C16orf13,0
C16orf3,1
C16orf45,2
C16orf46,1
C16orf47,0
C16orf52,0
C16orf54,0
C16orf58,0
C16orf59,3
C16orf62,12
C16orf70,1
C16orf71,0
C16orf72,3
C16orf74,8
C16orf78,0
C16orf80,1
C16orf86,0
C16orf87,0
C16orf89,2
C16orf90,1
C16orf91,0
C16orf92,0
C16orf93,0
C16orf95,3
C16orf96,1
C16orf97,1
C16orf98,0
C17orf100,0
C17orf102,0
C17orf103,0
C17orf104,1
C17orf105,0
C17orf107,1
C17orf112,0
C17orf47,0
C17orf49,1
C17orf50,0
C17orf51,3
C17orf53,5
C17orf58,1
C17orf59,4
C17orf61-PLSCR3,0
C17orf62,3
C17orf64,2
C17orf66,0
C17orf67,3
C17orf70,1
C17orf72,0
C17orf74,0
C17orf75,3
C17orf77,1
C17orf78,0
C17orf80,0
C17orf82,3
C17orf85,2
C17orf89,1
C17orf96,6
C17orf97,1
C17orf98,0
C17orf99,1
C18orf21,1
C18orf25,4
C18orf32,1
C18orf42,1
C18orf54,0
C18orf56,0
C18orf63,0
C18orf64,0
C18orf8,4
C19orf10,8
C19orf12,73
C19orf18,0
C19orf24,3
C19orf25,0
C19orf26,2
C19orf33,14
C19orf35,4
C19orf38,0
C19orf40,0
C19orf43,1
C19orf44,0
C19orf45,0
C19orf47,0
C19orf48,7
C19orf52,1
C19orf53,2
C19orf54,0
C19orf55,0
C19orf57,3
C19orf59,2
C19orf60,1
C19orf66,7
C19orf67,0
C19orf68,1
C19orf69,0
C19orf70,5
C19orf71,0
C19orf73,0
C19orf77,0
C19orf80,10
C19orf81,0
C19orf82,1
C19orf83,0
C19orf84,0
C1D,70
C1GALT1,116
C1orf100,2
C1orf101,0
C1orf105,3
C1orf106,10
C1orf109,4
C1orf110,2
C1orf111,0
C1orf112,1
C1orf115,3
C1orf116,4
C1orf122,1
C1orf123,4
C1orf127,0
C1orf131,0
C1orf134,0
C1orf137,0
C1orf141,8
C1orf143,0
C1orf145,0
C1orf146,0
C1orf147,0
C1orf158,1
C1orf159,0
C1orf162,0
C1orf167,2
C1orf168,0
C1orf170,3
C1orf172,0
C1orf173,0
C1orf174,2
C1orf177,0
C1orf180,1
C1orf185,0
C1orf186,1
C1orf189,0
C1orf192,1
C1orf194,3
C1orf195,0
C1orf198,3
C1orf200,0
C1orf204,0
C1orf210,0
C1orf213,0
C1orf216,0
C1orf21,1
C1orf220,1
C1ORF220,1
C1orf222,1
C1orf226,0
C1orf227,0
C1orf228,0
C1orf229,0
C1orf233,0
C1orf234,0
C1orf27,2
C1orf35,3
C1orf43,4
C1orf50,0
C1orf51,1
C1orf52,0
C1orf53,0
C1orf54,1
C1orf56,0
C1orf61,8
C1orf63,4
C1orf64,3
C1orf65,0
C1orf68,4
C1orf74,1
C1orf85,1
C1orf86,1
C1orf87,1
C1orf94,0
C1orf95,0
C1QA,188
C1QB,144
C1QBP,427
C1QC,71
C1QL1,14
C1QL2,12
C1QL3,19
C1QL4,6
C1QTNF1-AS1,2
C1QTNF1,46
C1QTNF2,1
C1QTNF3,75
C1QTNF4,3
C1QTNF5,62
C1QTNF6,34
C1QTNF7,4
C1QTNF8,7
C1QTNF9B,39
C1QTNF9,4
C1RL,15
C1R,1015
C1S,1464
C20orf112,5
C20ORF135,1
C20orf141,0
C20orf144,0
C20orf166,4
C20orf173,0
C20orf187,0
C20orf194,4
C20orf195,0
C20orf196,7
C20orf197,0
C20orf201,1
C20orf202,0
C20orf24,2
C20orf26,0
C20orf27,1
C20orf62,0
C20orf78,0
C20orf85,3
C20orf96,1
C21orf119,0
C21orf128,0
C21orf140,0
C21orf2,22
C21orf33,3
C21orf37,1
C21orf49,0
C21orf54,0
C21orf58,3
C21orf59,7
C21orf62,1
C21orf67,1
C21orf88,0
C21orf90,1
C21orf91,7
C22orf15,0
C22orf23,0
C22orf24,1
C22orf26,1
C22orf29,0
C22orf31,0
C22orf34,2
C22orf39,1
C22orf42,3
C22orf43,1
C22orf46,0
C2CD2L,9
C2CD2,5
C2CD3,20
C2CD4A,15
C2CD4B,24
C2CD4C,1
C2CD4D,1
C2CD5,3
C2,42776
C2orf15,0
C2ORF15,0
C2orf16,3
C2orf27A,1
C2orf27B,0
C2orf40,17
C2orf42,1
C2orf43,12
C2orf44,4
C2orf47,3
C2orf48,10
C2orf49,2
C2orf50,0
C2orf53,1
C2orf54,1
C2orf57,1
C2orf61,0
C2orf62,2
C2orf66,1
C2orf68,2
C2orf69,0
C2orf70,0
C2orf71,28
C2orf72,1
C2orf73,0
C2orf74,4
C2orf76,1
C2orf78,0
C2orf80,4
C2orf81,0
C2orf82,1
C2orf83,1
C2orf88,1
C2orf91,0
C3AR1,86
C3,51791
C3orf14,3
C3orf17,4
C3orf18,1
C3orf20,1
C3orf22,0
C3orf27,2
C3orf30,0
C3orf33,2
C3orf35,3
C3orf36,0
C3orf38,1
C3orf49,0
C3orf52,4
C3orf55,0
C3orf56,1
C3orf58,8
C3orf62,1
C3orf65,0
C3orf67,3
C3orf70,3
C3orf72,0
C3orf79,0
C3orf80,0
C3orf83,0
C3orf84,0
C4A,1597
C4B,3076
C4BPA,134
C4BPB,32
C4orf17,1
C4orf19,1
C4orf21,1
C4orf22,2
C4orf26,8
C4orf27,2
C4orf29,0
C4orf32,1
C4orf33,1
C4orf36,0
C4orf3,0
C4orf40,0
C4orf45,0
C4orf46,1
C4orf47,1
C4orf48,2
C4orf50,0
C4orf51,1
C4orf6,2
C5AR1,389
C5AR2,150
C5,20307
C5orf15,0
C5orf17,3
C5orf20,2
C5orf22,2
C5orf24,1
C5orf27,0
C5orf28,0
C5orf30,13
C5orf34,3
C5orf38,2
C5orf42,26
C5orf45,2
C5orf46,1
C5orf47,2
C5orf48,0
C5orf49,0
C5orf51,0
C5orf52,1
C5orf54,0
C5orf55,2
C5orf56,1
C5orf58,0
C5orf60,0
C5orf63,1
C5orf64,1
C5orf66,9
C6,23859
C6orf100,0
C6orf106,12
C6orf10,22
C6orf118,1
C6orf120,4
C6orf123,0
C6orf132,0
C6orf136,2
C6orf141,4
C6orf15,8
C6orf163,0
C6orf164,0
C6orf165,0
C6ORF165,0
C6orf195,0
C6orf1,1
C6orf201,0
C6orf203,2
C6orf211,5
C6orf222,0
C6orf223,4
C6orf226,0
C6orf229,0
C6orf25,2
C6orf47,4
C6orf48,4
C6ORF50,0
C6orf52,1
C6orf57,1
C6orf58,5
C6orf62,3
C6orf89,7
C6orf99,0
C7,11099
C7orf13,3
C7orf25,0
C7orf26,0
C7orf31,3
C7orf33,0
C7orf34,1
C7orf43,3
C7orf49,1
C7orf50,3
C7orf55-LUC7L2,0
C7orf55,2
C7orf57,2
C7orf60,1
C7orf61,1
C7orf62,0
C7orf63,0
C7orf65,1
C7orf66,0
C7orf69,0
C7orf71,1
C7orf72,1
C7orf73,1
C7orf76,1
C8A,74
C8B,48
C8G,37
C8orf12,0
C8orf17,3
C8orf22,1
C8orf31,1
C8orf33,3
C8orf34,3
C8orf37,16
C8orf44,1
C8orf44-SGK3,0
C8orf46,4
C8orf47,0
C8orf48,1
C8orf49,1
C8orf4,29
C8orf56,0
C8orf58,1
C8orf59,1
C8orf74,1
C8orf76,1
C8orf82,0
C8orf86,1
C8orf87,0
C8orf88,0
C9,5004
C9orf114,0
C9orf116,2
C9orf117,1
C9orf129,0
C9orf131,0
C9orf135,3
C9orf139,1
C9orf141,0
C9orf142,4
C9orf147,2
C9orf152,2
C9orf153,0
C9orf156,1
C9orf163,0
C9orf169,0
C9orf16,2
C9orf170,0
C9orf171,0
C9orf172,0
C9orf173,1
C9orf24,9
C9orf37,0
C9orf38,0
C9orf3,21
C9orf40,3
C9orf41,3
C9orf43,1
C9orf47,0
C9orf50,3
C9orf53,3
C9orf57,0
C9orf62,0
C9orf64,6
C9orf66,2
C9orf69,1
C9orf72,1729
C9orf78,2
C9orf84,2
C9orf85,0
C9orf89,2
C9orf91,1
C9orf92,4
C9orf96,0
C9orf9,3
CA10,511
CA11,135
CA12,168
CA13,64
CA14,43
CA1,27628
CA2,129256
CA3,12869
CA4,1589
CA5A,7
CA6,165
CA7,69
CA8,123
CA9,1644
CAAP1,12
CAB39L,23
CAB39,59
CABIN1,114
CABLES1,52
CABLES2,7
CABP1,128
CABP2,25
CABP4,36
CABP5,10
CABP7,5
CABS1,8
CABYR,38
CACFD1,4
CACHD1,7
CACNA1A,886
CACNA1B,287
CACNA1C,851
CACNA1D,420
CACNA1E,172
CACNA1G,387
CACNA1H,401
CACNA1I,90
CACNA1S,268
CACNA2D1,218
CACNA2D2,92
CACNA2D3,60
CACNA2D4,28
CACNB1,49
CACNB2,152
CACNB3,42
CACNB4,80
CACNG1,13
CACNG2,203
CACNG3,8
CACNG4,26
CACNG5,15
CACNG6,11
CACNG7,15
CACNG8,19
CACTIN,23
CACUL1,19
CACYBP,121
CADM1,483
CADM2,77
CADM3,22
CADM4,40
CAD,49362
CADPS2,38
CADPS,72
CAGE1,13
CALB1,795
CALB2,1252
CALCA,2460
CALCB,26
CALCOCO1,23
CALCOCO2,151
CALCRL,303
CALCR,109
CALD1,50
CALHM1,92
CALHM2,14
CALHM3,7
CALM1,148
CALM2,78
CALM3,48
CALML3,32
CALML4,6
CALML5,25
CALML6,7
CALN1,23
CALR3,13
CALR,942
CALU,1557
CALY,118
CAMK1D,62
CAMK1G,18
CAMK1,150
CAMK2A,366
CAMK2B,82
CAMK2D,123
CAMK2G,61
CAMK2N1,62
CAMK2N2,17
CAMK4,384
CAMKK1,42
CAMKK2,203
CAMKMT,9
CAMKV,12
CAMLG,38
CAMP,94506
CAMSAP1,18
CAMSAP2,22
CAMSAP3,24
CAMTA1,131
CAMTA2,20
CAND1,126
CAND2,20
CANT1,40
CANX,57
CAP1,367
CAP2,155
CAPG,168
CAPN10,177
CAPN11,12
CAPN12,10
CAPN13,6
CAPN14,21
CAPN15,5
CAPN1,377
CAPN2,227
CAPN3,362
CAPN5,53
CAPN7,17
CAPN8,19
CAPN9,17
CAPNS1,102
CAPNS2,3
CAPRIN1,83
CAPRIN2,19
CAPS2,670
CAPSL,8
CAPS,12468
CAPZA1,48
CAPZA2,25
CAPZA3,11
CAPZB,47
CARD10,96
CARD11,409
CARD14,136
CARD16,12
CARD17,3
CARD18,8
CARD6,30
CARD8,163
CARD9,387
CARF,174
CARHSP1,14
CARKD,2
CARM1,378
CARNS1,8
CARS2,18
CARS,16353
CARTPT,43
CASC10,0
CASC1,14
CASC3,47
CASC4,7
CASC5,93
CASD1,10
CASKIN1,17
CASKIN2,5
CASP10,288
CASP12,413
CASP14,79
CASP16,0
CASP1,535
CASP2,281
CASP3,69229
CASP4,520
CASP5,160
CASP6,1045
CASP7,3152
CASP8,4886
CASP9,3680
CASQ1,118
CASQ2,265
CASR,1750
CASS4,28
CAST,29771
CASZ1,67
CAT,130786
CATSPER1,157
CATSPER2,50
CATSPER3,13
CATSPER4,13
CATSPERB,11
CATSPERD,2
CATSPERG,1
CATX-2,1
CAV1,4096
CAV2,1057
CAV3,1130
CBFA2T2,42
CBFA2T3,119
CBFB,436
CBLB,353
CBLC,273
CBLL1,31
CBLN1,99
CBLN2,36
CBLN3,14
CBLN4,32
CBL,4260
CBR1,242
CBR3,114
CBR4,88
CBS,10799
CBWD1,3
CBWD2,2
CBWD3,0
CBWD5,0
CBWD6,0
CBWD7,0
CBX1,91
CBX2,118
CBX3,143
CBX4,114
CBX5,49
CBX6,33
CBX7,143
CBX8,76
CBY1,46
CBY3,0
CC2D1A,64
CC2D1B,17
CC2D2A,58
CC2D2B,2
CCAR1,63
CCAR2,94
CCBE1,74
CCBL1,11
CCBL2,8
CCDC101,1
CCDC102A,1
CCDC102B,9
CCDC103,15
CCDC104,4
CCDC105,0
CCDC106,4
CCDC107,0
CCDC108,3
CCDC109B,2
CCDC110,6
CCDC112,1
CCDC113,1
CCDC114,13
CCDC115,19
CCDC116,4
CCDC117,5
CCDC11,8
CCDC121,3
CCDC122,7
CCDC124,5
CCDC125,2
CCDC126,4
CCDC127,1
CCDC129,2
CCDC12,7
CCDC130,2
CCDC132,4
CCDC134,10
CCDC135,2
CCDC136,8
CCDC137,3
CCDC138,1
CCDC13,2
CCDC140,2
CCDC141,14
CCDC142,1
CCDC144A,0
CCDC144NL,8
CCDC146,3
CCDC147,1
CCDC148,3
CCDC149,1
CCDC14,6
CCDC150,0
CCDC151,12
CCDC152,2
CCDC153,0
CCDC154,2
CCDC155,4
CCDC157,2
CCDC158,3
CCDC159,0
CCDC15,2
CCDC163P,1
CCDC166,0
CCDC167,0
CCDC168,1
CCDC169,2
CCDC169-SOHLH2,1
CCDC170,23
CCDC171,4
CCDC172,2
CCDC173,0
CCDC174,1
CCDC175,1
CCDC176,0
CCDC177,3
CCDC178,2
CCDC179,0
CCDC17,1
CCDC180,3
CCDC181,10
CCDC182,0
CCDC183,0
CCDC18,1
CCDC19,7
CCDC23,0
CCDC24,1
CCDC25,9
CCDC27,1
CCDC28A,5
CCDC28B,11
CCDC30,2
CCDC33,4
CCDC34,8
CCDC36,2
CCDC37,5
CCDC38,5
CCDC39,33
CCDC3,13
CCDC40,37
CCDC41,4
CCDC42B,2
CCDC42,5
CCDC43,3
CCDC47,9
CCDC50,20
CCDC51,3
CCDC53,6
CCDC54,1
CCDC57,10
CCDC58,4
CCDC59,7
CCDC60,2
CCDC61,5
CCDC62,24
CCDC63,6
CCDC64B,0
CCDC64,1
CCDC65,10
CCDC66,20
CCDC67,13
CCDC68,8
CCDC69,7
CCDC6,130
CCDC70,1
CCDC71L,2
CCDC71,0
CCDC73,3
CCDC74A,1
CCDC74B,1
CCDC77,1
CCDC78,5
CCDC79,2
CCDC7,6
CCDC80,47
CCDC81,3
CCDC82,1
CCDC83,1
CCDC84,1
CCDC85A,8
CCDC85B,11
CCDC85C,6
CCDC86,4
CCDC87,1
CCDC88A,139
CCDC88B,5
CCDC88C,33
CCDC89,1
CCDC8,32
CCDC90B,1
CCDC91,8
CCDC92,12
CCDC93,16
CCDC94,2
CCDC96,3
CCDC97,1
CCDC9,1
CCER1,0
CCER2,2
CCHCR1,47
CCIN,33
CCKAR,111
CCKBR,105
CCK,20261
CCL11,2033
CCL13,251
CCL14,78
CCL15-CCL14,1
CCL15,122
CCL16,81
CCL17,1402
CCL18,590
CCL19,1224
CCL1,480
CCL20,1943
CCL21,1435
CCL22,1205
CCL23,119
CCL24,412
CCL25,362
CCL26,365
CCL27,302
CCL28,258
CCL2,17390
CCL3L1,124
CCL3L3,12
CCL3,3870
CCL4L1,21
CCL4L2,7
CCL4,11226
CCL5,7067
CCL7,820
CCL8,520
CCM2L,5
CCM2,276
CCNA1,240
CCNA2,1155
CCNB1IP1,24
CCNB1,5273
CCNB2,609
CCNC,144
CCND1,5121
CCND2,1180
CCND3,755
CCNDBP1,33
CCNE1,758
CCNE2,223
CCNF,106
CCNG1,296
CCNG2,112
CCNH,236
CCNI2,5
CCNI,71
CCNJL,0
CCNJ,11
CCNK,42
CCNL1,39
CCNL2,24
CCNO,91
CCNT1,229
CCNT2,28
CCNYL1,4
CCNY,743
CCP110,46
CCPG1,24
CCR10,403
CCR1,1503
CCR2,4430
CCR3,1632
CCR4,2371
CCR5,9844
CCR6,1689
CCR7,3896
CCR8,382
CCR9,598
CCRL2,82
CCRN4L,16
CCSAP,4
CCSER1,9
CCSER2,2
CCS,9894
CCT2,77
CCT3,59
CCT4,41
CCT5,61
CCT6A,27
CCT6B,8
CCT7,32
CCT8L2,1
CCT8,41
CCZ1B,0
CCZ1,56
CD101,112
CD109,178
CD14,25834
CD151,453
CD160,205
CD163L1,11
CD163,3692
CD164L2,2
CD164,94
CD180,117
CD19,12067
CD1A,3606
CD1B,392
CD1C,730
CD1D,2585
CD1E,60
CD200,819
CD200R1L,1
CD200R1,195
CD207,549
CD209,424
CD226,428
CD22,2237
CD244,348
CD247,89
CD248,120
CD274,5309
CD276,380
CD27,3974
CD28,11716
CD2AP,429
CD2BP2,28
CD2,11559
CD300A,84
CD300C,35
CD300E,18
CD300LB,10
CD300LD,8
CD300LF,44
CD300LG,18
CD302,16
CD320,46
CD33,3329
CD34,36191
CD36,6737
CD37,293
CD38,7797
CD3D,106
CD3EAP,52
CD3E,391
CD3G,60
CD40,15202
CD44,18706
CD46,4282
CD47,1605
CD48,578
CD4,171078
CD52,1079
CD53,205
CD55,2322
CD58,1451
CD59,2442
CD5L,100
CD5,7052
CD63,2711
CD68,11907
CD69,5423
CD6,587
CD70,688
CD72,276
CD74,837
CD79A,1722
CD79B,981
CD7,2395
CD80,10386
CD81,1645
CD82,563
CD83,2751
CD84,99
CD86,10350
CD8A,350
CD8B,63
CD93,123
CD96,127
CD97,216
CD9,2013
CDADC1,3
CDAN1,50
CDA,4245
CDC123,46
CDC14A,78
CDC14B,70
CDC16,197
CDC20B,14
CDC20,1251
CDC23,83
CDC25A,1101
CDC25B,596
CDC25C,1296
CDC26,18
CDC27,191
CDC34,238
CDC37L1,8
CDC37,413
CDC40,50
CDC42BPA,46
CDC42BPB,32
CDC42BPG,2
CDC42EP1,20
CDC42EP2,14
CDC42EP3,23
CDC42EP4,21
CDC42EP5,18
CDC42,7032
CDC42SE1,6
CDC42SE2,6
CDC45,481
CDC5L,74
CDC6,924
CDC73,371
CDC7,576
CDCA2,39
CDCA3,34
CDCA4,19
CDCA5,109
CDCA7L,30
CDCA7,55
CDCA8,119
CDCP1,155
CDCP2,5
CDH10,39
CDH11,183
CDH12,27
CDH13,390
CDH15,24
CDH16,49
CDH17,194
CDH18,25
CDH19,25
CDH1,4490
CDH20,12
CDH22,26
CDH23,329
CDH24,6
CDH26,7
